/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g01_c01.avi 0
/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g01_c03.avi 0
/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g01_c05.avi 0
/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g01_c07.avi 0
/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g03_c04.avi 0
/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g03_c06.avi 0
/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g04_c02.avi 0
/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g04_c04.avi 0
/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g07_c02.avi 0
/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g08_c04.avi 0
/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g09_c02.avi 0
/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g09_c04.avi 0
/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g11_c02.avi 0
/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g12_c01.avi 0
/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g13_c02.avi 0
/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g13_c04.avi 0
/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g14_c02.avi 0
/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g14_c04.avi 0
/home/pratiky1/nilanb_ada/users/pratiky1/fact/VideoMAEv2/dataset/UCF101_subset_basketball/train/Basketball/v_Basketball_g15_c01.avi 0
